Retailer Id,RetailerName,current status,landingUrl,Live or Not,status
1548,Cuemath,Active,https://trialclass.cuemath.com/ind/signup/,No,
1535,Cuemath D,Active,https://trialclass.cuemath.com/in/c/signup/,No,
793,Cuirally.com,Active,https://cuirally.com/,Yes,
2088,Cultsport,Active,https://cultsport.com/,Yes,
2089,Cultsport D,Active,https://cultsport.com/,Yes,
965,Cure.Fit,Active,http://35.194.30.57/go2store/id/965,No,
414,d2hshop.com,Active,http://www.d2hshop.com/,Yes,
306,Daburaroma.com,Active,http://35.194.30.57/go2store/id/306,No,
100,DaburShilajitgold.com,Active,http://35.194.30.57/go2store/id/100,No,
99,DaburUveda.com,Active,http://35.194.30.57/go2store/id/99,No,
1065,DailyNinja,Active,https://www.dailyninja.in/,Yes,
2009,Dailyobjects D,Active,https://www.dailyobjects.com/,Yes,
142,Dailyobjects.com,Active,https://www.dailyobjects.com/,Yes,
1202,Damensch,Active,https://www.damensch.com/,Yes,
1592,Damensch D,Active,https://www.damensch.com,Yes,
1664,Danta Herbs D,Active,https://www.dantaherbs.com/,Yes,
1662,Dantaherbs,Active,https://www.dantaherbs.com/,Yes,
1308,DataCamp,Active,https://www.datacamp.com/,Yes,
1309,Datacamp D,Active,https://www.datacamp.com/,Yes,
1894,Davagenie,Active,https://www.davagenie.com,No,
1900,Davagenie D,Active,https://www.davagenie.com,No,
2024,Dcraf,Active,https://dcraf.com/,Yes,
380,Dealguru.com,Active,http://35.194.30.57/go2store/id/380,No,
117,Dealsandyou.com,Active,http://35.194.30.57/go2store/id/117,No,
769,Dealsshock.com,Active,http://www.dealsshock.com/,No,
512,Decathlon.in,Active,https://www.decathlon.in/,Yes,
812,DeccanRummy.com,Active,https://www.deccanrummy.com/,Yes,
608,Decornation.in,Active,https://www.decornation.in/,Yes,
868,Decowindow.in,Active,https://decowindow.in/,Yes,
218,Dell,Active,https://www.dell.com/en-in,Yes,
1577,Dell D,Active,https://www.dell.com/en-in,Yes,
1544,DELL For Business,Active,https://www.dell.com/en-in/shop/deals/laptop-deals,Yes,
1543,DELL For Home,Active,https://www.dell.com/en-in/shop/deals/laptop-deals,Yes,
438,Deobazaar.com,Active,https://www.deobazaar.com/,No,
1384,Dermafique,Active,https://www.dermafique.com/,Yes,
180,Designdeal.com,Active,http://35.194.30.57/go2store/id/180,No,
223,Designemporia.in,Active,http://35.194.30.57/go2store/id/223,No,
1495,Dettol,Active,https://www.dettol.co.in/en/,Yes,
383,Dhamaal.com,Active,http://35.194.30.57/go2store/id/383,No,
1722,Dhani Pharmacy,Active,https://pharmacy.dhani.com/home,No,
1723,Dhani Pharmacy D,Active,https://pharmacy.dhani.com/home,No,
330,Dholdhamaka.com,Active,http://35.194.30.57/go2store/id/330,No,
806,DiamondRummy.com,Active,https://www.diamondrummy.com/,No,
2212,Digibank D,Active,https://www.dbs.com/digibank/in/default.page,Yes,
1432,Digital Dukaan D,Active,http://7.tracktrack.org/5f6aff61a49037000154ded2,Yes,
565,Dineout.co.in,Active,https://www.dineout.co.in/,Yes,
1539,Disney Fashion,Active,https://www.ajio.com/b/disney,Yes,
1020,Disney+ Hotstar,Active,https://www.hotstar.com/in,Yes,
1864,Divisa Store,Active,https://divisastore.com/,Yes,
1865,Divisa Store D,Active,https://divisastore.com/,Yes,
912,DMM ERROR,Active,http://35.194.30.57/go2store/id/912,No,
1536,DNMX,Active,https://www.ajio.com/b/dnmx,Yes,
1021,Docprime.com,Active,https://docprime.com/,Yes,
1268,DocsApp,Active,https://www.docsapp.in/,Yes,
2025,Doctor Dreams,Active,https://doctordreams.com/,Yes,
422,Dogspot.in,Active,http://35.194.30.57/go2store/id/422,No,
95,Dominos,Active,https://pizzaonline.dominos.co.in,Yes,
1161,DominosD,Active,https://dominos.co.in/,Yes,
124,Donebynone.com,Active,http://35.194.30.57/go2store/id/124,No,
1064,DoodhWala,Active,http://www.doodhwala.com/,,
2334,Dove,Active,https://www.dove-india.com/,Yes,
2335,Dove,INActive,https://www.dove-india.com/,Yes,
2336,Dove d,Active,https://www.dove-india.com/,Yes,
1904,Dr Morepen,Active,https://drmorepen.com/,Yes,
1905,Dr Morepen D,Active,https://drmorepen.com/,Yes,
1862,Dr ortho,Active,https://drorthooil.com/,Yes,
1863,Dr ortho D,Active,https://drorthooil.com/,Yes,
1584,Dr Sheths,Active,https://www.drsheths.com/,Yes,
1330,Dr Vaidyas,Active,https://drvaidyas.com/,Yes,
1474,Dr Vaidyas D,Active,https://drvaidyas.com/,Yes,
1410,Dr Vaidyas Exclusive,Active,https://drvaidyas.com/,Yes,
1692,Dream11 D,Active,https://www.dream11.com/,Yes,
858,Dream11.com,Active,https://www.dream11.com/,Yes,
1111,Dresslily,Active,https://www.dresslily.com,Yes,
1219,DriveU,Active,https://www.driveu.in/,Yes,
534,Droozo.com,Active,http://35.194.30.57/go2store/id/534,No,
1420,DuckyLuck D,Active,https://www.duckyluck.ag/casino/,Yes,
1795,Dunkinindia D,Active,https://dunkinindia.com/,,
679,Dunkinindia.com,Active,http://www.dunkinindia.com/,,
987,Dunzo,Active,https://www.dunzo.in/,Yes,
2073,Durexindia D,Active,https://www.durexindia.com/,Yes,
1026,Durexindia.com,Active,https://www.durexindia.com/,Yes,
1088,Durfi mattress,Active,https://www.sundayrest.com/,Yes,
1638,Durian D,Active,https://www.durian.in/,Yes,
1017,Durian.in,Active,https://www.durian.in/,Yes,
1537,Duroflex,Active,https://www.duroflexworld.com/,Yes,
1688,Dyson,Active,https://www.dyson.in/,Yes,
1690,Dyson D,Active,https://www.dyson.in/,Yes,
1262,E Courses4you,Active,https://e-courses4you.com/,Yes,
1469,E Courses4you D,Active,https://e-courses4you.com/,Yes,
1817,Earth Rhythm,Active,https://www.earthrhythm.com/,Yes,
1818,Earth Rhythm D,Active,https://www.earthrhythm.com/,Yes,
718,Easemytrip,Active,https://www.easemytrip.com/,Yes,
2282,Easemytrip D,Active,https://www.easemytrip.com/,Yes,
844,Easyday.in,Active,https://www.easyday.in/,No,
1868,Eatsure,Active,https://www.eatsure.com/,Yes,
1869,Eatsure D,Active,https://www.eatsure.com/,Yes,
504,Eazydiner.com,Active,https://www.eazydiner.com/,Yes,
275,Ebay,Active,http://35.194.30.57/go2store/id/275,No,
590,eBay-Coupons,Active,https://www.ebay.in,Yes,
181,Edabba.com,Active,http://35.194.30.57/go2store/id/181,No,
332,Ediots.in,Active,http://35.194.30.57/go2store/id/332,No,
2029,Edology D,Active,https://www.cce.upes.ac.in/,Yes,
1273,Edugorilla,Active,https://edugorilla.com/,Yes,
1233,Eduonix,Active,https://www.eduonix.com/,Yes,
1257,Eduonix D,Active,https://www.eduonix.com/,Yes,
1253,Edureka,Active,https://www.edureka.co/,Yes,
1468,Edureka D,Active,https://www.edureka.co/,Yes,
1270,edX Courses,Active,https://www.edx.org/,Yes,
327,Eemli.com,Active,http://35.194.30.57/go2store/id/327,No,
92,Egully.com,Active,http://35.194.30.57/go2store/id/92,No,
720,eJohri.com,Active,http://ejohri.com/,No,
2022,Ek by Ekta,Active,https://worldofek.com/,Yes,
1365,EKAM,Active,https://ekamonline.com/,Yes,
1855,Ekdum,Active,https://ekdum.co.in/,Yes,
1856,Ekdum D,Active,https://ekdum.co.in/,Yes,
1278,Ekeeda,Active,https://ekeeda.com/,Yes,
810,ElaRummy.com,Active,https://elarummy.wordpress.com/,Yes,
205,Elitify.com,Active,http://35.194.30.57/go2store/id/205,No,
1118,Ellementry,Active,https://www.ellementry.com/,Yes,
539,Emirates,Active,https://www.emirates.com/in,Yes,
2326,Emirates d,Active,https://emirates.com/in,Yes,
2327,Emirates d,INActive,https://www.emirates.com/in,Yes,
1418,Emma Mattress,Active,https://www.emma-mattress.in/,Yes,
2242,Enamor,Active,https://www.enamor.co.in/,Yes,
2244,Enamor D,Active,https://www.enamor.co.in/,Yes,
1096,Enchanteur,Active,https://www.enchanteur.in,Yes,
1569,Enchanteur D,Active,https://www.enchanteur.in,Yes,
1130,Enfashop.in,Active,https://www.enfashop.in/collections/active-products,No,
1356,Enns Closet,Active,https://www.ennscloset.com/,Yes,
1751,Equitas Bank,Active,https://inet.equitasbank.com/Selfe/,Yes,
1713,Equitas Bank D,Active,https://inet.equitasbank.com/Selfe/,Yes,
981,ErosNow,Active,https://erosnow.com/,,
1566,Eske Paris,Active,https://www.eske.in/,Yes,
673,Etashee.com,Active,https://www.etashee.com/,Yes,
506,Etihad.com,Active,https://www.etihad.com/en-in/,Yes,
753,Etinsure.com,Active,https://www.etinsure.com/,No,
714,Etmoney.com,Active,http://etmoney.com/,Yes,
2220,Eureka Forbes D,Active,https://aquaguardselect.com/CopperAndZinc/BookADemo/Affliliate/,Yes,
775,Eventshigh.com,Active,https://www.eventshigh.com/,No,
433,Evok.in,Active,https://www.evok.in/,No,
333,Excitinglives.com,Active,http://35.194.30.57/go2store/id/333,No,
348,Exclusivelane.com,Active,https://www.exclusivelane.com/,Yes,
224,Excluzy.com,Active,http://35.194.30.57/go2store/id/224,No,
2,Expedia,Active,http://35.194.30.57/go2store/id/2,No,
632,Expedia Flights,Active,https://www.expedia.co.in/Flights,Yes,
710,Expedia Hotels,Active,https://www.expedia.co.in/Hotels,Yes,
406,ExpediaSingapore,Active,http://35.194.30.57/go2store/id/406,No,
955,Extracarbon.com,Active,http://35.194.30.57/go2store/id/955,No,
1733,Eyemyeye,Active,https://www.eyemyeye.com/,Yes,
1734,Eyemyeye D,Active,https://www.eyemyeye.com/,Yes,
1390,Eyewearlabs,Active,https://www.eyewearlabs.com/,Yes,
93,Ezeegift.com,Active,http://35.194.30.57/go2store/id/93,No,
182,Ezeego1.co.in,Active,http://35.194.30.57/go2store/id/182,No,
938,ezmall.com,Active,https://www.ezmall.com/,No,
485,Ezoneonline.in,Active,http://35.194.30.57/go2store/id/485,No,
487,Faasos,Active,https://www.faasos.com/,Yes,
1562,Faasos D,Active,https://www.faasos.com/,Yes,
1639,Faasos Exclusive,Active,https://order.faasos.io/,Yes,
1948,Faballey D,Active,https://www.faballey.com,Yes,
411,Faballey.com,Active,https://www.faballey.com,Yes,
3,Fabfurnish,Active,https://www.hometown.in/,Yes,
492,Fabhotels.com,Active,https://www.fabhotels.com/,Yes,
363,Fabindia,Active,https://www.fabindia.com/,Yes,
1668,Fabindia D,Active,https://www.fabindia.com/,Yes,
1826,FableStreet,Active,https://www.fablestreet.com/,Yes,
1829,FableStreet D,Active,https://www.fablestreet.com/,Yes,
423,Fabpanda.com,Active,http://35.194.30.57/go2store/id/423,No,
1214,Fabriclore,Active,https://fabriclore.com/,Yes,
163,Fabulloso.com,Active,http://35.194.30.57/go2store/id/163,No,
1329,Faces Canada,Active,https://www.facescanada.com/,Yes,
1834,Faces Canada D,Active,https://www.facescanada.com/,Yes,
1840,Fan2Play App D,Active,https://www.fan2play.com/,Yes,
1433,FanCode Shop,Active,https://shop.fancode.com/collections/best-sellers,Yes,
871,Fandromeda.com,Active,https://fandromeda.com/,No,
857,FanFight.in,Active,https://fanfight.com/,Yes,
865,Fantain.com,Active,https://fantain.page.link/GpwB,Yes,
872,Fantasyplay11.co.in,Active,https://www.fantasyplay11.in/,No,
996,Faridagupta.com,Active,https://www.faridagupta.com/,Yes,
76,FashionandYou.com,Active,http://35.194.30.57/go2store/id/76,No,
94,Fashionara.com,Active,http://35.194.30.57/go2store/id/94,No,
431,Fashionatclick.com,Active,http://35.194.30.57/go2store/id/431,No,
334,Fashionequation.com,Active,http://35.194.30.57/go2store/id/334,No,
1137,Fastag,Active,https://www.axisbank.com/business-banking/get-payment-and-merchant-solution/fastag/overview,Yes,
2262,Fastrack,Active,https://www.fastrack.in/,Yes,
27,Fastrack.in,Active,https://www.fastrack.in/,Yes,
358,Fatkart.com,Active,http://35.194.30.57/go2store/id/358,Yes,
2263,Federal Scapia Credit Card,Active,https://www.scapia.cards/apply,Yes,
2264,Federal Scapia Credit Card D,Active,https://www.scapia.cards/apply,Yes,
543,Fellahomes.com,Active,https://www.fellahomes.com/,Yes,
171,Fernhotels.com,Active,http://35.194.30.57/go2store/id/171,Yes,
4,FernsnPetals,Active,https://www.fnp.com/,Yes,
1790,FernsnPetals D,Active,https://www.fnp.com/,Yes,
167,Fetise.com,Active,http://35.194.30.57/go2store/id/167,No,
2225,Fibe,Active,https://www.fibe.in/,Yes,
2027,Fibe D,Active,https://www.fibe.in/,Yes,
2136,Fimoney,Active,https://fi.money,Yes,
1842,FiMoney D,Active,https://fi.money,Yes,
381,Findmystay.com,Active,http://35.194.30.57/go2store/id/381,Yes,
1199,Firangibake T,Active,https://firangibake.com/,Yes,
911,Firangibake.com,Active,https://firangibake.com/,Yes,
651,Firstcry,Active,http://www.firstcry.com/,Yes,
1166,Firstcry D,Active,https://www.firstcry.com/,Yes,
74,FirstCry.com,Active,http://35.194.30.57/go2store/id/74,Yes,
2084,FitAF,Active,https://www.getfitaf.in/,No,
2085,FitAF D,Active,https://www.getfitaf.in/,No,
2054,Fitspire,Active,https://fitspire.fit/,Yes,
2055,Fitspire D,Active,https://fitspire.fit/,Yes,
1977,Fitterfly D,Active,https://www.drreddysnutrition.com,Yes,
1203,Fitternity,Active,https://www.fitternity.com/onepass,Yes,
2064,Fittify,Active,https://fittify.in/,Yes,
2065,Fittify D,Active,https://fittify.in/,Yes,
1593,Fiverr D,Active,https://www.fiverr.com/,Yes,
950,Fiverr.com,Active,https://www.fiverr.com/,Yes,
759,Fizzexpress.com,Active,https://www.fizzexpress.com/,No,
202,Flaberry.com,Active,https://www.flaberry.com/,No,
1381,Flatheads,Active,https://www.flatheads.in/,Yes,
75,FlipKart,Active,https://dl.flipkart.com/dl/,Yes,
2331,Flipkart D,Active,https://dl.flipkart.com/dl,Yes,
1158,Flipkart D,Active,https://www.flipkart.com/,Yes,
924,Flipkart Grocery,Active,http://dl.flipkart.com/dl/grocery-supermart-store,Yes,
2129,FlipKart Health Plus,Active,https://healthplus.flipkart.com/,Yes,
2130,FlipKart Health Plus D,Active,https://healthplus.flipkart.com/,Yes,
1127,Flipkart Video,Active,https://www.flipkart.com/,Yes,
2032,Florencare,Active,https://florencare.com/,Yes,
2033,Florencare D,Active,https://florencare.com/,Yes,
683,Florista.in,Active,http://www.florista.in/,Yes,
557,Floristxpress.com,Active,https://floristxpress.com/,No,
250,FlowerAura.com,Active,https://www.floweraura.com/,Yes,
106,Flowersnferns.com,Active,http://35.194.30.57/go2store/id/106,Yes,
1542,Flying Machine,Active,https://www.ajio.com/b/flying-machine,Yes,
855,Flyrobe.com,Active,https://flyrobe.com/,Yes,
345,Flywidus.com,Active,http://35.194.30.57/go2store/id/345,Yes,
1187,FnpT,INActive,https://www.fnp.com/,Yes,
603,Folkfashions.com,Active,http://35.194.30.57/go2store/id/603,No,
596,Foodcloud.in,Active,https://www.foodcloud.in/,Yes,
462,FoodFeasta.com,Active,http://35.194.30.57/go2store/id/462,Yes,
576,Foodmemories.com,Active,https://www.foodmemories.com/,No,
40,Foodpanda,Active,http://35.194.30.57/go2store/id/40,Yes,
585,Foodpanda-Coupons,Active,https://www.foodpanda.in,Yes,
562,Footprint360.com,INActive,http://35.194.30.57/go2store/id/562,No,
257,Forest Essential,Active,https://www.forestessentialsindia.com/,Yes,
1667,Forest Essential D,Active,https://www.forestessentialsindia.com/,Yes,
427,Forever21,Active,https://www.forever21.in/,Yes,
1612,Forever21 D,Active,https://forever21.abfrl.in/,Yes,
1670,Forevernew,Active,https://www.forevernew.co.in/,Yes,
1672,Forevernew D,Active,https://www.forevernew.co.in/,Yes,
183,Forevernew.co.in,Active,http://35.194.30.57/go2store/id/183,Yes,
184,Foryouandme.in,Active,http://35.194.30.57/go2store/id/184,Yes,
1122,Fossil,Active,https://www.fossil.com/in/en.html,Yes,
1764,Fossil D,Active,https://www.fossil.com/en-in/,Yes,
372,Fourseven.in,Active,http://fourseven.in/,No,
2292,Foxtale,Active,https://foxtale.in/,Yes,
2293,Foxtale D,Active,https://foxtale.in/,Yes,
1695,Free Fire D,INActive,https://connect.indiatodaygaming.com/signup,Yes,
472,Freebies & More,Active,http://35.194.30.57/go2store/id/472,Yes,
149,Freecharge.in,Active,http://35.194.30.57/go2store/id/149,Yes,
77,FreeCultr.com,Active,http://35.194.30.57/go2store/id/77,Yes,
185,Freedomtree.in,Active,http://35.194.30.57/go2store/id/185,Yes,
2127,Fresh1947Feet,INActive,https://fresh1947feet.com/,No,
2128,Fresh1947Feet D,INActive,https://fresh1947feet.com/,No,
2100,Freshmenu D,Active,https://www.freshmenu.com/,Yes,
525,Freshmenu.com,Active,https://www.freshmenu.com/,Yes,
1092,Freshtohome,Active,https://www.freshtohome.com,Yes,
2095,Frogo,Active,https://gofrogo.in/,Yes,
2096,Frogo D,Active,https://gofrogo.in/,Yes,
821,FtrPoker.com,Active,https://ftrpoker.com/,No,
1706,Fun88 D,INActive,https://www.fun88.com/in/register,Yes,
201,Funatic.in,Active,http://35.194.30.57/go2store/id/201,No,
2267,Fundsindia D,Active,https://www.fundsindia.com/,Yes,
299,Funsexyyou.com,Active,http://35.194.30.57/go2store/id/299,No,
1004,Furlenco.com,Active,https://www.furlenco.com/,Yes,
751,Furnspace.com,Active,https://www.furnspace.com/,Yes,
1311,Furo Sports,Active,https://www.furosports.com/,No,
57,FutureBazaar.com,Active,http://35.194.30.57/go2store/id/57,Yes,
248,Gaadi.com,Active,https://www.gaadi.com/,No,
862,Gamepind,Active,https://gamepind.com/,No,
1102,Gamezop,Active,https://www.gamezop.com/?id=owXWEJugi,Yes,
1422,Gamezy D,Active,https://www.gamezy.com/,Yes,
1068,Gamezy.com,Active,https://www.gamezy.com/,Yes,
1552,GAP India,Active,https://www.ajio.com/b/gap,Yes,
440,Gargfashion.com,Active,http://35.194.30.57/go2store/id/440,No,
765,Gearbest.com,Active,https://www.gearbest.com/,No,
1398,GeoJit D,Active,https://enrol.geojit.net/,Yes,
994,Getinstacash.in,Active,https://getinstacash.in/,Yes,
198,Getitbazaar.com,Active,http://35.194.30.57/go2store/id/198,No,
825,Getmyuni.com,Active,https://www.getmyuni.com/,Yes,
216,Getnationalgeographic.com,Active,http://35.194.30.57/go2store/id/216,No,
1331,GetPitStop,Active,https://www.getpitstop.com/service/bengaluru/partners/pt15gp850,No,
48,GetTheLook.in,Active,http://35.194.30.57/go2store/id/48,No,
5,GhadiWala.com,Active,http://35.194.30.57/go2store/id/5,No,
359,Gharsutra.com,Active,http://35.194.30.57/go2store/id/359,No,
829,Giftalove.com,Active,https://www.giftalove.com/,Yes,
305,Giftcardsindia.in,Active,http://35.194.30.57/go2store/id/305,No,
444,Giftease.com,Active,http://35.194.30.57/go2store/id/444,No,
312,Giftingnation.com,Active,http://35.194.30.57/go2store/id/312,No,
700,Giftjaipur.com,Active,https://www.giftjaipur.com/,Yes,
1215,Giftmyemotions,Active,https://www.giftmyemotions.com/,Yes,
505,GiftsCombo.com,Active,http://35.194.30.57/go2store/id/505,Yes,
923,GiftsToIndia24x7.com,Active,https://www.giftstoindia24x7.com/,Yes,
1491,Gillette,Active,https://www.gillette.co.in/en-in,Yes,
313,Gingerhotels.com,Active,http://35.194.30.57/go2store/id/313,Yes,
570,Giskaa.com,Active,http://www.giskaa.com/,Yes,
2109,Giva,Active,https://www.giva.co/,Yes,
2110,Giva D,Active,https://www.giva.co/,Yes,
58,GKBOptical.com,Active,http://35.194.30.57/go2store/id/58,No,
979,Glen India,Active,https://www.glenindia.com/,Yes,
2034,Global Bees,Active,https://shop.globalbees.com/,Yes,
2035,Global Bees D,Active,https://shop.globalbees.com/,Yes,
2158,Globaldesi D,Active,https://www.globaldesi.in/,Yes,
999,Globaldesi.in,Active,https://www.globaldesi.in/,Yes,
6,Globus.in,Active,http://globus.in/,Yes,
735,Glossaread.com,Active,https://www.glossaread.com/,Yes,
129,GoAir.in,Active,http://35.194.30.57/go2store/id/129,No,
288,Gobol.in,Active,http://35.194.30.57/go2store/id/288,No,
2200,Gocity,Active,https://gocity.com/,Yes,
2201,Gocity D,Active,https://gocity.com/,Yes,
141,Godaam.com,Active,http://35.194.30.57/go2store/id/141,Yes,
991,Godaddy,Active,https://in.godaddy.com/,Yes,
1784,Godrejprofessional,Active,https://www.godrejprofessional.com,No,
1785,Godrejprofessional D,Active,https://www.godrejprofessional.com,No,
790,GoEventz.com,Active,https://www.goeventz.com/,Yes,
602,Gofynd.com,Active,https://www.fynd.com/,Yes,
255,Gogappa.com,Active,http://35.194.30.57/go2store/id/255,No,
1008,Goibibo Cabs,Active,https://www.goibibo.com/cars/,Yes,
59,GoIbibo Flight,Active,https://www.goibibo.com/flights/,Yes,
1013,Goibibo Hotels,Active,https://www.goibibo.com/hotels/,Yes,
1100,Goindigo.in,Active,https://www.goindigo.in/,Yes,
564,Gojilove.com,Active,https://gojilove.com/,Yes,
1455,Gonoise D,Active,https://www.gonoise.com/,Yes,
671,Gonoise.com,Active,https://www.gonoise.com/,Yes,
1298,Goodkart Offers,Active,https://www.lybrate.com/goodkart,No,
49,Goodlife.com,Active,http://35.194.30.57/go2store/id/49,No,
1488,Goodness.Me,Active,https://goodnessme.com/collections,No,
1067,Google Pay,Active,https://play.google.com/store/apps/details?id=com.google.android.apps.nbu.paisa.user,Yes,
622,Goomo Flights,Active,https://www.goomo.com/flights,No,
703,Goomo-Hotels,Active,https://www.goomo.com/hotels,No,
461,GoPaisa Bonus Offer,Active,https://www.pepperfry.com/,Yes,
470,GoPaisa CashBack Store,Active,https://www.amazon.in/,Yes,
1047,GoPaisa Rs.50 Store,Active,https://www.gopaisa.com/,Yes,
1323,GoPrep,Active,https://goprep.co/,Yes,
1473,GoPrep D,Active,https://goprep.co/,Yes,
2184,Goqii,Active,https://store.goqii.com/,Yes,
2185,Goqii D,Active,https://goqii.com/,Yes,
713,Gorbt.in,Active,http://b2b.gorbt.in/,Yes,
804,GoRummy.com,Active,https://www.gorummy.com/,Yes,
350,Gountucked.com,Active,http://35.194.30.57/go2store/id/350,No,
1317,Gourmet Garden,Active,https://gourmetgarden.in/,Yes,
772,Gozefo.com,Active,https://www.gozefo.com/,Yes,
279,Grabmore.in,Active,http://35.194.30.57/go2store/id/279,Yes,
1208,Gradeup,Active,https://gradeup.co/green-card/ssc-railways,Yes,
1786,Gradeup D,Active,https://gradeup.co/green-card/ssc-railways,Yes,
967,GreenBerryOrganics.in,Active,http://35.194.30.57/go2store/id/967,No,
1440,GreenCure,Active,https://greencure.co.in,No,
1444,GreenCure D,Active,https://greencure.co.in/,No,
7,GreenDust.com,Active,http://35.194.30.57/go2store/id/7,No,
148,GreenNgood.com,Active,http://35.194.30.57/go2store/id/148,No,
186,Greetzap.com,Active,http://35.194.30.57/go2store/id/186,No,
2169,Gritzo,Active,https://gritzo.com/,Yes,
2170,Gritzo D,Active,https://gritzo.com/,Yes,
476,Grocermax.com,Active,http://35.194.30.57/go2store/id/476,No,
1077,Grofers Exclusive,Active,https://grofers.com/,No,
453,Grofers.com,Active,https://grfrs.app.link/Gopaisa?%243p=a_doubleclick&cat={cat}&src={src}&t_url={unescapedlpurl}&type={type}&~secondary_publisher={sourceId},No,
147,Groupon.co.in,Active,http://35.194.30.57/go2store/id/147,No,
1093,Groww,Active,https://groww.in/,Yes,
1756,Groww D,Active,https://groww.in/,Yes,
837,Guardian.in,Active,https://www.guardian.in/,Yes,
689,Guesthouser.com,Active,https://www.guesthouser.com/,No,
1985,Gullak CPT D,Active,https://gullak.money/,Yes,
975,GyanKhazana,Active,https://www.gyankhazana.com/,Yes,
523,Gyftr.com,Active,https://www.gyftr.com/,Yes,
2154,H&M D,Active,https://www2.hm.com/en_in/index.html,Yes,
361,h2oplus.in,Active,http://35.194.30.57/go2store/id/361,No,
1554,Hajamat,Active,https://hajamat.in/,Yes,
1645,Hajamat D,Active,https://hajamat.in/,Yes,
876,Halaplay.com,Active,https://india.halaplay.com/,Yes,
413,Haldirams.com,Active,https://www.haldirams.com/,Yes,
376,Haldiramsonline.com,Active,https://www.haldiramsonline.com/,Yes,
434,Hallmarkcards.co.in,Active,http://35.194.30.57/go2store/id/434,No,
836,Hamee-India.com,Active,https://www.hamee-india.com/,Yes,
1525,Hamleys,Active,https://www.hamleys.in/,Yes,
1941,Hammer Lifestyle,Active,https://hammeronline.in,Yes,
1942,Hammer Lifestyle D,Active,https://hammeronline.in,Yes,
925,Hancock,Active,https://www.tatacliq.com/hancock/c-mbh11a00499,Yes,
1529,Happi Mobiles,Active,https://www.happimobiles.com/,Yes,
1530,Happi Mobiles D,Active,https://www.happimobiles.com/,Yes,
2102,Happilo,Active,https://happilo.com/,Yes,
2103,Happilo D,Active,https://happilo.com/,Yes,
418,Happilyunmarried.com,Active,https://www.happilyunmarried.com/,Yes,
1845,Happy Luke D,Active,https://funluke.com,Yes,
980,HappyEasyGo,Active,https://www.happyeasygo.com,Yes,
1408,Harappa D,Active,https://pages.harappa.education/,No,
1338,Harappa Education,Active,https://pages.harappa.education/,No,
2186,HarKoi,Active,https://harkoi.in/,Yes,
2187,HarKoi D,Active,https://harkoi.in/,Yes,
780,HarmanAudio.in,Active,https://harmanaudio.in/,Yes,
736,Havells.com,Active,https://havells.com/,Yes,
1656,HCL Jigsaw D,Active,https://hcljigsaw.com/registration,Yes,
2266,Hdfc Bank CC D,Active,https://applyonline.hdfcbank.com,Yes,
2265,Hdfc Bank Credit Cards,Active,https://applyonline.hdfcbank.com/cards/credit-cards.html,Yes,
2319,Hdfc RuPay Bank CC D,Active,https://mycards.hdfcbank.com,Yes,
1778,HDFC Securities D,INActive,https://hdfcsec.com,Yes,
2273,HDFC Sky,Active,https://hdfcsky.com/,Yes,
2250,Hdfc Sky D,Active,https://hdfcsky.com/,Yes,
1631,hdfc-d,INActive,https://apply.hdfcbank.com/vivid/s_account_newuiux,Yes,
96,HDFCLife.com,INActive,http://35.194.30.57/go2store/id/96,Yes,
1496,Head and Shoulders,Active,https://www.headandshoulders.co.in/en-in,Yes,
1890,Heads Up For Tails,Active,https://headsupfortails.com/,Yes,
1891,Heads Up For Tails D,Active,https://headsupfortails.com/,Yes,
1885,Health and Glow,Active,https://healthandglow.com,Yes,
1886,Health and Glow D,Active,https://healthandglow.com,Yes,
155,Healthgenie.in,Active,http://35.194.30.57/go2store/id/155,Yes,
704,Healthians.com,Active,https://www.healthians.com/,Yes,
1106,Healthifyme,Active,https://www.healthifyme.com,Yes,
648,Healthkart,Active,https://www.healthkart.com/,Yes,
1727,Healthkart D,Active,https://www.healthkart.com/,Yes,
268,Healthkart.com,Active,https://www.healthkart.com/,Yes,
1405,Healthmug,Active,https://www.healthmug.com/,Yes,
1224,HealthXP,Active,https://healthxp.in/,Yes,
1519,Healthy Treat,Active,https://myhealthytreat.in/,Yes,
409,Healthyogre.com,Active,http://35.194.30.57/go2store/id/409,No,
154,Helixwebstore.com,Active,http://35.194.30.57/go2store/id/154,No,
939,HenryAndSmith.com,Active,https://henryandsmith.com/,No,
1362,Herb Tantra,Active,https://herbtantra.com/,Yes,
146,Hhonors.Hilton.com,Active,http://35.194.30.57/go2store/id/146,Yes,
719,Hicare.in,Active,https://hicare.in/,Yes,
1271,HideMyAss,Active,https://www.hidemyass.com/,Yes,
1427,Hidemyass D,Active,https://www.hidemyass.com/en-in/,Yes,
335,High5store.com,Active,http://35.194.30.57/go2store/id/335,No,
799,Highonaces.com,Active,http://35.194.30.57/go2store/id/799,No,
133,Highstreetlabels.in,Active,http://35.194.30.57/go2store/id/133,No,
547,Hihonor.com,Active,https://www.hihonor.com/in/,Yes,
2020,Himalayan Organics,Active,https://www.thehimalayanorganics.in/,Yes,
375,Himalayastore,Active,http://himalayastore.com/,Yes,
1625,Himalayastore D,Active,http://himalayastore.com/,Yes,
1550,Hindustan Times,INActive,https://accounts.hindustantimes.com/,Yes,
